country,cluster_id,year.x,year.y,lat,lon,lsms_id.x,lsms_id.y,diff_of_index,index_of_diff,asset_index.x,asset_index.y,n
mw,30104708,2010,2016,-14.3252000808716,35.4254989624023,mw_30104708_2010,mw_30104708_2016,0.37250614184479847,0.028746193692682612,-1.238248354018435,-0.8657422121736366,12
mw,30105325,2010,2016,-14.4912004470825,35.6063003540039,mw_30105325_2010,mw_30105325_2016,0.21425392088008277,0.4531183537845833,-1.1832072887179845,-0.9689533678379018,11
mw,30107624,2010,2016,-14.1065998077393,35.4117012023926,mw_30107624_2010,mw_30107624_2016,-0.09060292156585702,-0.05246969363570506,-1.5084415282066548,-1.5990444497725118,12
mw,30109724,2010,2016,-14.1403999328613,35.2154006958008,mw_30109724_2010,mw_30109724_2016,0.5675976191605692,0.6710650130612654,-1.6083018406627878,-1.0407042215022186,12
mw,30202252,2010,2016,-15.1750001907349,35.3381004333496,mw_30202252_2010,mw_30202252_2016,0.3220511740619374,0.367673203631687,-0.9240862312988092,-0.6020350572368718,15
mw,30208396,2010,2016,-14.7074003219604,35.8067016601563,mw_30208396_2010,mw_30208396_2016,0.33198723488959636,0.023860581424154446,-1.3467755807631112,-1.0147883458735147,13
mw,30212307,2010,2016,-14.6998996734619,35.6080017089844,mw_30212307_2010,mw_30212307_2016,0.12395689657752972,0.03195450663643391,-1.397981091756627,-1.2740241951790974,14
mw,30302601,2010,2016,-15.4882001876831,35.556999206543,mw_30302601_2010,mw_30302601_2016,0.10425856525179523,-0.17547018008125673,-1.21636837067232,-1.1121098054205247,12
mw,30305082,2010,2016,-15.5698003768921,35.4255981445313,mw_30305082_2010,mw_30305082_2016,-0.07524902530571267,-0.04178885576849573,-0.6974407538230224,-0.772689779128735,12
mw,30305580,2010,2016,-15.6473999023438,35.3431015014648,mw_30305580_2010,mw_30305580_2016,-0.044086243311129106,0.4697443678965651,-1.195381275064535,-1.239467518375664,13
mw,30306555,2010,2016,-15.4626998901367,35.1595001220703,mw_30306555_2010,mw_30306555_2016,0.19759571714826407,0.04570728084093398,-0.9818173238461912,-0.7842216066979272,14
mw,30403444,2010,2016,-15.8295001983643,35.2617988586426,mw_30403444_2010,mw_30403444_2016,0.41316780998842084,0.3547886128414563,-1.0104293945176257,-0.5972615845292049,11
mw,30406710,2010,2016,-15.601300239563,35.2403984069824,mw_30406710_2010,mw_30406710_2016,0.19334757016108425,0.46186970235915276,-1.1034827887737435,-0.9101352186126592,12
mw,30501383,2010,2016,-15.6555995941162,35.0183982849121,mw_30501383_2010,mw_30501383_2016,0.35147858391482406,0.13691359848612802,-1.0811175531910773,-0.7296389692762532,11
mw,30504518,2010,2016,-15.7088003158569,34.8301010131836,mw_30504518_2010,mw_30504518_2016,0.3009484713458229,0.20641856635211964,-1.156259939651733,-0.85531146830591,11
mw,30602235,2010,2016,-15.7370004653931,34.3852005004883,mw_30602235_2010,mw_30602235_2016,0.7348038907310875,-0.0070447077094232605,-1.4834799843579707,-0.7486760936268831,14
mw,30620196,2010,2016,-15.6057996749878,34.5183982849121,mw_30620196_2010,mw_30620196_2016,0.9705581197775544,1.0355092171151832,0.7452490937381413,1.7158072135156957,8
mw,30704313,2010,2016,-16.1982002258301,35.1580009460449,mw_30704313_2010,mw_30704313_2016,0.01748517151714827,0.3438729997441072,-0.9949926431315155,-0.9775074716143672,13
mw,30705391,2010,2016,-16.0879993438721,35.0680999755859,mw_30705391_2010,mw_30705391_2016,0.2856694439318971,0.51643747498476,-0.4124413684081954,-0.12677192447629831,5
mw,30708665,2010,2016,-16.0578994750977,35.236198425293,mw_30708665_2010,mw_30708665_2016,0.04078224389532655,0.08149923322655195,-0.5250869539995816,-0.4843047101042551,9
mw,30709438,2010,2016,-15.9498996734619,35.1136016845703,mw_30709438_2010,mw_30709438_2016,-0.01497525066485124,0.39515214881867133,-0.6839029355954278,-0.6988781862602791,11
mw,30801672,2010,2016,-16.1133995056152,35.4091987609863,mw_30801672_2010,mw_30801672_2016,-0.08635910443977203,0.04429019884772087,-1.3252171884617854,-1.4115762929015574,15
mw,30801679,2010,2016,-16.0832004547119,35.5824012756348,mw_30801679_2010,mw_30801679_2016,0.2818504625095096,-0.07010430875644884,-1.2989665686323042,-1.0171161061227945,14
mw,30803115,2010,2016,-16.0375003814697,35.3544998168945,mw_30803115_2010,mw_30803115_2016,0.14576196690572366,-0.01421865695972594,-1.2778174668151703,-1.1320554999094465,13
mw,30806611,2010,2016,-15.8283996582031,35.353199005127,mw_30806611_2010,mw_30806611_2016,-0.17381770502200308,0.18718934661424622,-1.1721678256175883,-1.3459855306395911,13
mw,30901054,2010,2016,-15.5762996673584,35.5518989562988,mw_30901054_2010,mw_30901054_2016,0.1477208762737253,0.11325982686172015,-0.9542720935386099,-0.8065512172648845,12
mw,30901475,2010,2016,-15.6688995361328,35.5890007019043,mw_30901475_2010,mw_30901475_2016,0.08605941707628355,-0.05947784380064985,-1.4559795733057839,-1.3699201562295003,14
mw,31001749,2010,2016,-16.6000003814697,34.9673004150391,mw_31001749_2010,mw_31001749_2016,0.7461676226254393,0.3424920712297175,-1.3885809639649853,-0.642413341339546,13
mw,31002169,2010,2016,-16.2668991088867,34.8951988220215,mw_31002169_2010,mw_31002169_2016,0.4543990782327529,0.5047238876130508,-0.5840882316930437,-0.12968915346029083,7
mw,31004312,2010,2016,-16.0203990936279,34.9201011657715,mw_31004312_2010,mw_31004312_2016,0.2864994858471204,0.23938659645654897,-1.492368715092965,-1.2058692292458446,10
mw,31108703,2010,2016,-16.9855003356934,35.2499008178711,mw_31108703_2010,mw_31108703_2016,0.11693392729463947,-0.09129479725341519,-1.884238480864492,-1.7673045535698526,4
mw,31201007,2010,2016,-14.9258003234863,35.0164985656738,mw_31201007_2010,mw_31201007_2016,-0.3886282920437497,0.26680023351424964,-0.7356270179332686,-1.1242553099770183,13
mw,31201104,2010,2016,-15.0705995559692,35.1703987121582,mw_31201104_2010,mw_31201104_2016,6.37947818692928e-4,0.22860048013348977,-1.0799479984385993,-1.0793100506199063,12
mw,31201516,2010,2016,-14.9533004760742,34.9544982910156,mw_31201516_2010,mw_31201516_2016,0.20689237488459425,0.2339639547675416,-1.3541866511602367,-1.1472942762756426,13
mw,31435120,2010,2016,-15.3787002563477,35.342098236084,mw_31435120_2010,mw_31435120_2016,0.04511271222098064,-0.0712815823018648,0.05252352569761991,0.09763623791860056,7
mw,31435753,2010,2016,-15.3736000061035,35.3643989562988,mw_31435753_2010,mw_31435753_2016,0.28680057733280634,0.7126650704203782,0.03538821596202628,0.32218879329483263,4
mw,31439102,2010,2016,-15.3992004394531,35.3184013366699,mw_31439102_2010,mw_31439102_2016,0.20087478781475776,0.7720825035351759,1.2713633399267983,1.4722381277415562,6
mw,31441389,2010,2016,-15.3990001678467,35.320499420166,mw_31441389_2010,mw_31441389_2016,0.7547380695098421,1.3794424588705625,0.9783615417131367,1.7330996112229788,6
mw,31443270,2010,2016,-15.4041996002197,35.3314018249512,mw_31443270_2010,mw_31443270_2016,-0.1332179383152484,0.2308398226864283,0.3750736251351768,0.2418556868199284,11
mw,31532674,2010,2016,-15.7307996749878,35.0713005065918,mw_31532674_2010,mw_31532674_2016,0.7824234449361797,0.7177441829361028,-0.04669768844568197,0.7357257564904977,11
mw,31536118,2010,2016,-15.7776002883911,35.0401992797852,mw_31536118_2010,mw_31536118_2016,-0.445906923781823,0.12716529335697754,1.3020913773631095,0.8561844535812866,10
mw,31539670,2010,2016,-15.7694997787476,34.996898651123,mw_31539670_2010,mw_31539670_2016,0.7351379033451063,1.0790822399452786,0.3735486080920785,1.1086865114371849,6
mw,31546760,2010,2016,-15.8233995437622,35.0885009765625,mw_31546760_2010,mw_31546760_2016,1.0521999140009979,0.9728945645067295,0.1718669658880106,1.2240668798890086,6
mw,31550254,2010,2016,-15.8086004257202,35.057201385498,mw_31550254_2010,mw_31550254_2016,-0.24708851509402086,0.17716895957391063,3.0925832652962915,2.8454947502022705,11
mw,31555614,2010,2016,-15.8551998138428,35.0736999511719,mw_31555614_2010,mw_31555614_2016,0.5930207911362461,0.744842530403997,-0.5134925510354346,0.07952824010081154,9
ng,12222012422,2010,2015,7.59186884135,6.23380199293,ng_12222012422_2010,ng_12222012422_2015,-0.08928392318501659,0.8728615801252249,0.961593666399964,0.8723097432149474,6
ng,12222032266,2010,2015,7.54357282967,7.61435948,ng_12222032266_2010,ng_12222032266_2015,-0.3071671728394658,0.04154365170760587,0.6930107049083991,0.3858435320689333,8
ng,12222032530,2010,2015,7.48888422073,7.65083462038,ng_12222032530_2010,ng_12222032530_2015,0.19657367909690646,0.18228197540308477,0.26445743488776474,0.46103111398467117,7
ng,122220522432,2010,2015,7.45896346014,7.26950147266,ng_122220522432_2010,ng_122220522432_2015,0.18440378856190776,0.4386392361851519,1.9136242420152774,2.098028030577185,8
ng,12222052664,2010,2015,7.65536420745,7.28227086573,ng_12222052664_2010,ng_12222052664_2015,-0.07982392096346051,0.1346205919335434,0.5438696359194932,0.46404571495603275,6
ng,12222091792,2010,2015,7.98061020934,5.98696096111,ng_12222091792_2010,ng_12222091792_2015,0.03984584809610879,0.05722947534085801,2.130851609907141,2.1706974580032496,9
ng,12222111806,2010,2015,8.08520331136,6.79746807593,ng_12222111806_2010,ng_12222111806_2015,0.05869726006404563,-0.0030335822752357317,1.2694473317672244,1.32814459183127,8
ng,12222112594,2010,2015,8.1719087494,6.9180044512,ng_12222112594_2010,ng_12222112594_2015,0.33036296421170774,0.5426743123191599,0.5013525210218212,0.8317154852335289,9
ng,122221421354,2010,2015,7.23891062262,7.23659197226,ng_122221421354_2010,ng_122221421354_2015,-0.3821838351965895,0.17183437320229786,0.34453499638908236,-0.03764883880750713,6
ng,12222161428,2010,2015,7.58372905586,6.18160726881,ng_12222161428_2010,ng_12222161428_2015,-0.06191718923987712,-0.01623123019226605,1.7108847749151836,1.6489675856753063,6
ng,12222182596,2010,2015,7.22467705161,7.71568738461,ng_12222182596_2010,ng_12222182596_2015,0.6599364273152427,0.5248137246770012,-0.7838945403302678,-0.12395811301502513,7
ng,122222011296,2010,2015,7.91724465814,5.77211251871,ng_122222011296_2010,ng_122222011296_2015,-0.5491781021146868,0.044473876098953966,1.1011894151795956,0.5520113130649088,8
ng,123230221982,2010,2015,9.05858899668,3.55032088937,ng_123230221982_2010,ng_123230221982_2015,0.24119757671822883,-0.05177596142565872,-0.12733408466359591,0.11386349205463295,7
ng,123230322348,2010,2015,8.88737925291,5.46631081881,ng_123230322348_2010,ng_123230322348_2015,1.4984382105957885,1.986289457528067,1.1900696831810889,2.6885078937768774,10
ng,12323042322,2010,2015,8.10138618274,5.24942505029,ng_12323042322_2010,ng_12323042322_2015,0.8287782677035898,0.6321152206747598,1.7827024588431661,2.611480726546756,9
ng,12323061970,2010,2015,8.50186911091,4.54915612745,ng_12323061970_2010,ng_12323061970_2015,1.2100858556494665,1.0622290654559834,1.0703299751966335,2.2804158308461,8
ng,123230712316,2010,2015,8.4870992479,4.55536125312,ng_123230712316_2010,ng_123230712316_2015,0.10913163447280969,0.19378330440892838,2.084972748629177,2.1941043831019864,8
ng,1232307178,2010,2015,8.50554868677,4.48776953432,ng_1232307178_2010,ng_1232307178_2015,0.1489155393955929,0.259656342888168,1.7669395225914795,1.9158550619870724,7
ng,123230815180,2010,2015,8.43075126585,4.57397047246,ng_123230815180_2010,ng_123230815180_2015,0.18415698053009757,0.35842126413660325,2.1031216398965222,2.28727862042662,9
ng,12323081556,2010,2015,8.51069505625,4.53522167642,ng_12323081556_2010,ng_12323081556_2015,0.02328545773467317,0.7719417448408389,1.8862418920629878,1.9095273497976608,9
ng,12323092998,2010,2015,8.16654935232,4.98359605739,ng_12323092998_2010,ng_12323092998_2015,0.7008326542685435,1.1009825818064416,-0.9962188633358766,-0.29538620906733326,6
ng,12323112516,2010,2015,9.64548319786,3.95106637041,ng_12323112516_2010,ng_12323112516_2015,-0.38757971160350047,0.04332682747735408,1.8074982596853308,1.4199185480818304,5
ng,12323152924,2010,2015,8.18442915554,4.73393810378,ng_12323152924_2010,ng_12323152924_2015,0.31602902748663697,0.5098881469381028,1.722277891740332,2.038306919226969,10
ng,12323161140,2010,2015,8.74567656938,5.60812372908,ng_12323161140_2010,ng_12323161140_2015,0.1473453006051311,0.48833781274354693,1.2918128058746272,1.4391581064797583,9
ng,12525042222,2010,2015,9.29200984861,7.84289110421,ng_12525042222_2010,ng_12525042222_2015,1.1390798868927723,0.7710623277299216,1.4619449134557558,2.601024800348528,9
ng,12525072814,2010,2015,8.6125691508,8.11639579557,ng_12525072814_2010,ng_12525072814_2015,-0.10027142530804724,0.8840685400467523,-0.1898123742353654,-0.2900837995434127,5
ng,125250812788,2010,2015,8.47932345503,8.51633676412,ng_125250812788_2010,ng_125250812788_2015,0.6002964753658788,0.49927641043588733,0.7085904181320268,1.3088868934979057,9
ng,12525092248,2010,2015,8.52688744438,7.55123763782,ng_12525092248_2010,ng_12525092248_2015,0.11915307648730683,0.5771480309374948,0.22870992047019587,0.34786299695750267,9
ng,125251121424,2010,2015,8.30851254193,9.00809627385,ng_125251121424_2010,ng_125251121424_2015,1.0445593164119764,0.6786073135592123,1.2886588652250328,2.333218181637009,6
ng,12525132128,2010,2015,9.13802780288,8.75076675726,ng_12525132128_2010,ng_12525132128_2015,-0.14160174052309812,-0.24909446393750495,0.5051394283051672,0.3635376877820692,4
ng,12626012822,2010,2015,9.03735536248,6.39690707898,ng_12626012822_2010,ng_12626012822_2015,0.24224264403582427,0.27779290912387955,2.135344824859428,2.377587468895252,8
ng,126260311786,2010,2015,9.0597890184,5.99411675023,ng_126260311786_2010,ng_126260311786_2015,0.741287869978745,1.0585539664174246,2.494655507131287,3.235943377110032,10
ng,12626031658,2010,2015,9.09237769678,6.01558817301,ng_12626031658_2010,ng_12626031658_2015,0.20184957131963255,0.21913867112949426,2.301492284058718,2.5033418553783506,8
ng,12626052594,2010,2015,9.63134879803,6.37927524336,ng_12626052594_2010,ng_12626052594_2015,0.2951712359710202,1.3296847381225174,0.9780919105016511,1.2732631464726711,10
ng,12626061516,2010,2015,9.56832974155,6.54962621335,ng_12626061516_2010,ng_12626061516_2015,0.8745081746978429,0.7665152529010885,2.1970191713452873,3.0715273460431303,7
ng,12626082820,2010,2015,9.07087001397,5.82079810028,ng_12626082820_2010,ng_12626082820_2015,0.785765256777084,1.5172000392195863,1.5181642833490616,2.3039295401261457,10
ng,12626112424,2010,2015,10.4307765955,5.55735774683,ng_12626112424_2010,ng_12626112424_2015,0.3599223594475775,-0.3046979907505066,0.4630577301521572,0.8229800895997347,9
ng,126261321462,2010,2015,9.22770474161,5.69804736716,ng_126261321462_2010,ng_126261321462_2015,0.5831300943529694,0.6215374208881569,1.8827002462434321,2.4658303405964017,10
ng,126261322248,2010,2015,8.91239725593,6.07976381781,ng_126261322248_2010,ng_126261322248_2015,0.6288622415194224,0.3404483354069209,-0.12464553538236693,0.5042167061370555,8
ng,126261522178,2010,2015,10.8857336676,5.862466598,ng_126261522178_2010,ng_126261522178_2015,-0.829203368400647,-0.5618536758924786,-0.18360460578072715,-1.012807974181374,6
ng,126261522196,2010,2015,10.9169051641,5.84286840951,ng_126261522196_2010,ng_126261522196_2015,-0.1931473364241226,0.18879892039365798,-0.5951659911171508,-0.7883133275412734,10
ng,12626162254,2010,2015,9.73166283937,5.79716501338,ng_12626162254_2010,ng_12626162254_2015,0.9440895759456459,0.5727119317390915,-0.3582540218600521,0.5858355540855938,10
ng,126261821276,2010,2015,9.63716058302,6.92210173525,ng_126261821276_2010,ng_126261821276_2015,0.46682290433941986,2.268454697160229,0.93656521401254,1.4033881183519599,5
ng,12626182494,2010,2015,9.66487825141,6.87359352803,ng_12626182494_2010,ng_12626182494_2015,0.4670637558893473,1.0140429698906537,1.248503836472594,1.7155675923619413,6
ng,12626211940,2010,2015,11.1017295472,5.2633283335,ng_12626211940_2010,ng_12626211940_2015,0.7457483899212981,0.8309620205166112,1.9090984567375922,2.65484684665889,10
ng,12626212100,2010,2015,11.293493688,4.78194366032,ng_12626212100_2010,ng_12626212100_2015,-0.5413804987490121,0.545768847714531,-1.1559462000162692,-1.6973266987652813,4
ng,126262321688,2010,2015,9.19954661318,7.2099953419,ng_126262321688_2010,ng_126262321688_2015,0.031388715289351186,0.004509967614961301,3.264632148935244,3.296020864224595,10
ng,12626252926,2010,2015,9.74981773631,5.62240105707,ng_12626252926_2010,ng_12626252926_2015,0.6238401592733047,0.5467701243049448,-0.46511545467995036,0.15872470459335442,8
ng,13131012604,2010,2015,9.61002863215,8.87897461467,ng_13131012604_2010,ng_13131012604_2015,-0.12575460986627757,0.08741570139106813,2.6959203755389645,2.570165765672687,8
ng,13131032874,2010,2015,9.12877805025,8.95543491536,ng_13131032874_2010,ng_13131032874_2015,-0.44146371022931474,0.20388353132190284,-0.5451603324578482,-0.986624042687163,8
ng,131310512914,2010,2015,9.89311364116,8.86683118559,ng_131310512914_2010,ng_131310512914_2015,-0.29591501257384584,0.5912598036430929,2.187087598473972,1.891172585900126,9
ng,13131071724,2010,2015,9.36755145505,9.96841391353,ng_13131071724_2010,ng_13131071724_2015,-0.3587489132790073,0.27209478281456484,1.8032903295604032,1.4445414162813959,8
ng,131310721092,2010,2015,9.27522623056,9.80628007393,ng_131310721092_2010,ng_131310721092_2015,0.023364042668389002,0.28495116507825824,-0.9009653714240731,-0.8776013287556841,6
ng,131310921026,2010,2015,9.08325008923,9.87545223454,ng_131310921026_2010,ng_131310921026_2015,-0.03236367105656925,0.014201492617109934,-0.7838478821520742,-0.8162115532086435,5
ng,131311122966,2010,2015,9.41770026627,9.07009067276,ng_131311122966_2010,ng_131311122966_2015,-0.2689732530193419,-0.155355072670935,0.7471463077445435,0.47817305472520166,9
ng,13131122350,2010,2015,9.05460716739,9.62755412848,ng_13131122350_2010,ng_13131122350_2015,-0.6646322789213241,0.5328240747028135,-0.8999628774085434,-1.5645951563298677,8
ng,13131132332,2010,2015,9.3886144547,9.45231354926,ng_13131132332_2010,ng_13131132332_2015,-0.326371064051178,0.017829263518585478,-0.5452760023400509,-0.8716470663912289,4
ng,13131152680,2010,2015,9.64891389659,8.78061607023,ng_13131152680_2010,ng_13131152680_2015,-0.6178515963346014,-0.35884022729426845,1.0691225132563478,0.4512709169217464,8
ng,131311621344,2010,2015,8.74629167618,9.60817054693,ng_131311621344_2010,ng_131311621344_2015,0.6617119113678972,0.9625648264747452,-0.3994696313578898,0.2622422800100073,5
ng,13737021972,2010,2015,9.14919109044,7.35656503051,ng_13737021972_2010,ng_13737021972_2015,0.2593651750105085,1.219404105116688,3.156904717111982,3.4162698921224903,7
ng,13737061156,2010,2015,9.08816706561,7.31545378616,ng_13737061156_2010,ng_13737061156_2015,1.2190125155022018,1.8321072638726328,1.2470657553213818,2.4660782708235836,9
ng,137370614144,2010,2015,9.03428622105,7.57818979513,ng_137370614144_2010,ng_137370614144_2015,0.6125073073158332,0.24791101655753722,2.7324583537700544,3.3449656610858876,9
ng,137370626,2010,2015,9.09914166639,7.27965069488,ng_137370626_2010,ng_137370626_2015,0.9799851360308469,1.2014933172258115,0.3638241914835761,1.343809327514423,9
ng,177012606,2010,2015,6.7904710982,8.21331932541,ng_177012606_2010,ng_177012606_2015,0.3822699012758982,-0.960167620742146,-0.29097864132322254,0.0912912599526757,9
ng,177022632,2010,2015,7.94794794807,7.84960063268,ng_177022632_2010,ng_177022632_2015,0.5139305131418382,0.22309337409093452,-0.24400199474627565,0.26992851839556253,8
ng,1770524186,2010,2015,7.26423756267,9.01303946971,ng_1770524186_2010,ng_1770524186_2015,0.37050197596663076,0.5172188695428698,0.13015932123900076,0.5006612972056316,7
ng,177072560,2010,2015,7.52350767909,8.46567823069,ng_177072560_2010,ng_177072560_2015,-0.1731425119308117,0.5198749942783804,-1.291348789924323,-1.4644913018551347,4
ng,177082754,2010,2015,7.51514666615,8.10456074405,ng_177082754_2010,ng_177082754_2015,-0.45764104431706304,-0.6083274606923097,-0.4905976054577551,-0.9482386497748182,5
ng,1770921226,2010,2015,7.31015034768,9.82258297564,ng_1770921226_2010,ng_1770921226_2015,0.31482300218574877,1.697597847127214,-0.7296161784667029,-0.41479317628095413,3
ng,1771022726,2010,2015,6.88937141272,8.93042296277,ng_1771022726_2010,ng_1771022726_2015,0.6352688693893146,1.6384502050203709,-0.5340267134978276,0.10124215589148704,3
ng,177132304,2010,2015,7.7352051419,8.47753518815,ng_177132304_2010,ng_177132304_2015,1.0857930817072232,0.5890852583603865,-0.17895140628438583,0.9068416754228373,9
ng,177151294,2010,2015,7.13124337986,7.67714309718,ng_177151294_2010,ng_177151294_2015,0.9053353241010139,0.8590008227335998,1.1259937254145487,2.0313290495155627,5
ng,177152780,2010,2015,7.11120144337,7.74246020701,ng_177152780_2010,ng_177152780_2015,0.7365797498594097,0.1828845500709804,-0.30565276912769895,0.4309269807317107,5
ng,1771721248,2010,2015,6.85052200156,8.44516756605,ng_1771721248_2010,ng_1771721248_2015,0.043066783176298994,0.3225832998940102,-0.29471548912184103,-0.25164870594554206,5
ng,1771821640,2010,2015,7.024700005,7.85588266464,ng_1771821640_2010,ng_1771821640_2015,0.6310413017504841,-0.14756172940155848,-0.5837686719185894,0.04727262983189471,9
ng,1771911612,2010,2015,7.18153477595,8.12388325776,ng_1771911612_2010,ng_1771911612_2015,0.4200099636111959,0.29044057274260765,1.867795682024297,2.2878056456354927,8
ng,177222234,2010,2015,7.18499237084,9.05983389603,ng_177222234_2010,ng_177222234_2015,0.6793673572072269,1.1907136084798053,0.17392569594539542,0.8532930531526223,6
ng,177222892,2010,2015,7.13253377255,8.89928429772,ng_177222892_2010,ng_177222892_2015,0.3933120414612626,-0.47101244396073133,-0.5708209073454343,-0.1775088658841718,3
ng,21515032634,2010,2015,9.86015744722,11.1997429657,ng_21515032634_2010,ng_21515032634_2015,0.5406209399166848,0.7256092818666757,1.36220161935572,1.9028225592724048,8
ng,21515061148,2010,2015,10.3056619439,11.1688801061,ng_21515061148_2010,ng_21515061148_2015,-0.42379405063010284,0.1963783673983601,3.1639232515645883,2.7401292009344855,5
ng,21515061398,2010,2015,10.2960624391,11.1851232783,ng_21515061398_2010,ng_21515061398_2015,0.15756343495873631,-0.1978060965603799,1.8929149541658672,2.0504783891246037,8
ng,21515072458,2010,2015,9.76429656454,11.3007085104,ng_21515072458_2010,ng_21515072458_2015,0.1957629609451361,-0.14745817341167738,1.2030636630567575,1.3988266240018936,6
ng,21515102616,2010,2015,9.58290889281,11.1869904596,ng_21515102616_2010,ng_21515102616_2015,0.49214909910536614,0.34348453901608667,-0.008350860014073397,0.48379823909129277,4
ng,22201260,2010,2015,9.33287881009,11.7819675423,ng_22201260_2010,ng_22201260_2015,-0.5399731958295657,-0.19470931526309002,0.5472082147209785,0.007235018891412754,5
ng,2220321224,2010,2015,8.30266963237,12.0444336999,ng_2220321224_2010,ng_2220321224_2015,-0.0036984744291017734,0.23171742634082346,-0.6488212442740201,-0.6525197187031219,9
ng,222052712,2010,2015,10.1941516025,12.4560676383,ng_222052712_2010,ng_222052712_2015,-0.7662945257794489,-0.044290956820875964,0.10628478145638715,-0.6600097443230618,6
ng,2220721302,2010,2015,10.2832908043,12.8870466619,ng_2220721302_2010,ng_2220721302_2015,-0.3516716443020992,-0.4344575856946132,0.4854517575647229,0.1337801132626237,8
ng,2220921040,2010,2015,9.68199592163,11.8269506538,ng_2220921040_2010,ng_2220921040_2015,-0.794798537035052,-1.0783675250422766,2.2410908170032826,1.4462922799682307,4
ng,2221021300,2010,2015,10.7021170344,13.4417466208,ng_2221021300_2010,ng_2221021300_2015,-0.18659127274818973,-0.4648611891809453,0.3727171654322863,0.18612589268409652,5
ng,222122956,2010,2015,8.95937097796,12.1543140636,ng_222122956_2010,ng_222122956_2015,-0.21583547465760772,-0.06141662585420348,-0.5086309259749665,-0.7244664006325743,6
ng,222142898,2010,2015,10.2710717474,13.3077304864,ng_222142898_2010,ng_222142898_2015,-0.26234427546126937,0.27614938331398464,2.678110355240051,2.415766079778782,7
ng,2221518,2010,2015,10.2686739218,13.2386102614,ng_2221518_2010,ng_2221518_2015,-0.0315289967527754,0.5836412391924293,1.0692854728336934,1.037756476080918,8
ng,2221821592,2010,2015,9.6929650288,12.6395843417,ng_2221821592_2010,ng_2221821592_2015,-0.34015382743776135,0.7063153254977812,-0.7181453860379112,-1.0582992134756726,3
ng,22221218,2010,2015,9.35668119389,12.1731637317,ng_22221218_2010,ng_22221218_2015,0.340568640932317,0.5456833864184798,0.017549136460701602,0.35811777739301853,8
ng,23434012526,2010,2015,8.82539956842,11.1790836584,ng_23434012526_2010,ng_23434012526_2015,-0.37300361946918376,0.6203027330298383,-0.31404997510558197,-0.6870535945747657,3
ng,23434032198,2010,2015,7.74373029764,10.0675409929,ng_23434032198_2010,ng_23434032198_2015,-0.5698817595464629,0.04799506249428733,2.2549408850838044,1.6850591255373413,7
ng,234340521706,2010,2015,8.28819697301,10.567237298,ng_234340521706_2010,ng_234340521706_2015,-0.23920344787412198,-0.3942902459302018,0.2565729006200885,0.017369452745966435,4
ng,23434052456,2010,2015,8.62181879098,10.8149500964,ng_23434052456_2010,ng_23434052456_2015,-0.7710421273112891,-0.011464631529283459,-0.25804414988586577,-1.0290862771971547,6
ng,23434082870,2010,2015,9.30880996144,11.1451709661,ng_23434082870_2010,ng_23434082870_2015,-0.6916738975614184,-0.764431686410006,2.0305003643330513,1.3388264667716328,9
ng,2343410242,2010,2015,9.1871681018,11.2531410891,ng_2343410242_2010,ng_2343410242_2015,-0.6397851545047135,-0.7359642750747952,1.8490986856749294,1.209313531170216,10
ng,23434122156,2010,2015,7.26414092367,9.919658635,ng_23434122156_2010,ng_23434122156_2015,0.3379486451185003,0.8046254654231152,-0.37665027297704445,-0.038701627858544155,7
ng,23434132262,2010,2015,7.24953956032,10.1621259421,ng_23434132262_2010,ng_23434132262_2015,0.1698244238449187,0.4343410351771627,-0.5492832768341182,-0.37945885298919946,10
ng,23434152268,2010,2015,9.06398918316,11.6950075619,ng_23434152268_2010,ng_23434152268_2015,-0.2918557420613899,0.1480304817096808,-1.320279818672001,-1.612135560733391,5
ng,23535011702,2010,2015,12.8860289818,11.0613351656,ng_23535011702_2010,ng_23535011702_2015,-0.11521773491570846,1.7671548361622054,-0.07343859213219446,-0.1886563270479029,5
ng,235350121228,2010,2015,12.8418437051,10.9268915237,ng_235350121228_2010,ng_235350121228_2015,-1.1687480740271716,-0.6534044012906098,0.04072271362234677,-1.128025360404825,6
ng,2353503154,2010,2015,11.7567650548,11.9710032757,ng_2353503154_2010,ng_2353503154_2015,0.31199512376704436,0.6213125519800724,1.420238244525191,1.7322333682922355,5
ng,235350621040,2010,2015,12.7339831806,11.8217241687,ng_235350621040_2010,ng_235350621040_2015,-0.40364658931496505,-0.08877768475131231,-1.8655728633507676,-2.2692194526657326,4
ng,235350921310,2010,2015,12.7662404304,10.8561763609,ng_235350921310_2010,ng_235350921310_2015,0.1353655985176468,0.8921795043594503,-0.24114098749281093,-0.10577538897516413,7
ng,235351121646,2010,2015,13.1155370454,10.0449155894,ng_235351121646_2010,ng_235351121646_2015,-0.8425171072460048,0.22331559534859569,-1.0141949309371447,-1.8567120381831494,4
ng,235351311278,2010,2015,12.888358473,10.4580051735,ng_235351311278_2010,ng_235351311278_2015,0.8026504778652608,0.8265728479119362,1.1070560289150748,1.9097065067803356,7
ng,23535132576,2010,2015,12.8569995948,10.5657037996,ng_23535132576_2010,ng_23535132576_2015,0.5841139946527121,0.5161469808987795,-0.6577822489696669,-0.07366825431695483,6
ng,23535152316,2010,2015,12.3031192396,11.9049071279,ng_23535152316_2010,ng_23535152316_2015,-0.664860363609202,-0.1519545545465607,-0.9919526925278817,-1.6568130561370835,6
